title,author,avg_rating,rating_count,year_published,all_genres,Other,activism,adult,bestseller,children/young adult,fantasy,fiction,guide,history,inspirational,literature,non-fiction,other,poetry,romance,science,spiritual/religious,sport
"The Pucking Wrong Number (Pucking Wrong, #1)",C.R. Jane,3.54,0,2023,sport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"The Pumpkin Spice Café (Dream Harbor, #1)",Laurie Gilmore,3.37,0,2023,"other, romance",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
The Purity Myth: How America's Obsession with Virginity is Hurting Young Women (Hardcover),Jessica Valenti,4.08,0,2009,"Other, activism",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Purpose Driven Life: What on Earth Am I Here for? (Paperback),Rick Warren,3.98,0,2002,"inspirational, spiritual/religious",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
The Pursuit of God: The Human Thirst for the Divine (Paperback),A.W. Tozer,4.38,0,1948,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Push (Hardcover),Ashley Audrain,4.04,0,2021,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,4.34,0,2019,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Quiche of Death (Agatha Raisin, #1)",M.C. Beaton,3.72,0,1992,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The Quilter's Daughter (Daughters of Lancaster County, #2)",Wanda E. Brunstetter,4.23,0,2005,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Radium Girls: The Dark Story of America’s Shining Women (Hardcover),Kate  Moore,4.16,0,2016,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Rape of Nanking: The Forgotten Holocaust of World War II (Paperback),Iris Chang,4.25,0,1997,history,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Raven,Edgar Allan Poe,4.3,720,1845,"Other, poetry",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Raven (Paperback),Edgar Allan Poe,4.29,0,1845,poetry,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,4.05,0,2012,"Other, other, romance",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"The Raven King (All for the Game, #2)",Nora Sakavic,4.37,0,2013,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Raven King (The Raven Cycle, #4)",Maggie Stiefvater,4.25,0,2016,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Reading Zone: How to Help Kids Become Skilled, Passionate, Habitual, Critical Readers (Paperback)",Nancie Atwell,4.32,0,2007,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Real Doctor Will See You Shortly: A Physician's First Year (Hardcover),Matt   McCarthy,4.12,0,2015,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The Reaper (Dark Verse, #2)",RuNyx,4.29,0,2020,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Reason for God: Belief in an Age of Skepticism (Hardcover),Timothy J. Keller,4.23,0,2008,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"The Reckoning (The Heritage of Lancaster County, #3)",Beverly Lewis,4.06,0,1998,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Red Badge of Courage (Paperback),Stephen Crane,3.3,0,1895,history,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Red Queen: Sex and the Evolution of Human Nature (Paperback),Matt Ridley,4.05,0,1993,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Red Tent (Hardcover),Anita Diamant,4.2,0,1997,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Redemption of Sarah Cain (Paperback),Beverly Lewis,4.07,0,2000,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"The Relationship Cure: A 5 Step Guide to Strengthening Your Marriage, Family, and Friendships (Paperback)",John M. Gottman,4.05,0,2001,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,4.2,0,1980,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Return of the King,J.R.R. Tolkien,4.42,4444,1950,"Other, children/young adult, fantasy, fiction, literature",1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.58,0,1955,fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"The Revelation (Abram's Daughters, #5)",Beverly Lewis,4.32,0,2005,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"The Revenge Pact (Kings of Football, #1)",Ilsa Madden-Mills,3.99,0,,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Richest Man in Babylon,George S. Clason,4.18,2996,1926,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Right Move (Windy City, #2)",Liz Tomforde,4.39,0,2023,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Right Stuff (Kindle Edition),Tom Wolfe,4.23,0,1979,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Right to Sex: Feminism in the Twenty-First Century (Kindle Edition),Amia Srinivasan,4.24,0,2021,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rise and Fall of the Third Reich: A History of Nazi Germany (Mass Market Paperback),William L. Shirer,4.22,0,1960,history,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The Risk (Briar U, #2)",Elle Kennedy,4.21,0,2019,"Other, romance, sport",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"The Risk (Mindf*ck, #1)",S.T. Abby,4.25,0,2016,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Ritual (L.O.R.D.S., #1)",Shantel Tessier,4.05,0,2021,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The River Has Roots (Hardcover),Amal El-Mohtar,3.99,0,2025,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Road (Hardcover),Cormac McCarthy,4.0,0,2006,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth (Paperback)",M. Scott Peck,4.08,0,1978,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Roommate (Shameless #1),Rosie Danan,3.54,0,2020,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Roughest Draft (Paperback),Emily Wibberley,3.57,0,2022,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Round House (Hardcover),Louise Erdrich,3.98,0,2012,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"The Rule Book (The Cheat Sheet, #2)",Sarah       Adams,3.88,0,2024,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rumor (Hardcover),Elin Hilderbrand,3.76,0,2015,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Ruthless Elimination of Hurry: How to Stay Emotionally Healthy and Spiritually Alive in the Chaos of the Modern World (Hardcover),John Mark Comer,4.51,0,2019,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"The Sacrifice (Abram's Daughters, #3)",Beverly Lewis,4.26,0,,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"The Sacrifice (L.O.R.D.S., #3)",Shantel Tessier,4.31,0,2023,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Sandman, Vol. 1: Preludes & Nocturnes (Hardcover)",Neil Gaiman,4.25,0,1988,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Sandman, Vol. 2: The Doll's House (Hardcover)",Neil Gaiman,4.43,0,1990,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Sandman, Vol. 3: Dream Country (Hardcover)",Neil Gaiman,4.24,0,1990,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Sandman, Vol. 4: Season of Mists (Hardcover)",Neil Gaiman,4.53,0,1991,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Sandman, Vol. 5: A Game of You (Hardcover)",Neil Gaiman,4.41,0,1992,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Sandman, Vol. 6: Fables & Reflections (Hardcover)",Neil Gaiman,4.41,0,1993,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Sandman, Vol. 8: Worlds' End (Hardcover)",Neil Gaiman,4.44,0,1993,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Santa Suit (Hardcover),Mary Kay Andrews,3.78,0,2021,guide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Satanic Bible (Mass Market Paperback),Anton Szandor LaVey,3.42,0,1969,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Scarlet Letter (Paperback),Nathaniel Hawthorne,3.44,0,1850,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"The Score (Off-Campus, #3)",Elle Kennedy,4.15,0,2016,"Other, sport",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Screwtape Letters,C.S. Lewis,4.11,448,1942,"Other, fiction",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Screwtape Letters (Kindle Edition),C.S. Lewis,4.27,0,1942,"fiction, spiritual/religious",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
The Sea of Monsters,Rick Riordan,4.42,4455,2006,"Other, bestseller, children/young adult, fantasy, fiction, other",1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,0,2006,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Sea of Tranquility (Kindle Edition),Katja Millay,4.29,0,2012,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Seat of the Soul (Hardcover),Gary Zukav,4.03,0,1989,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Second Sex (Paperback),Simone de Beauvoir,4.18,0,1949,"activism, non-fiction",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Second World War,Winston S. Churchill,4.1,180,1948,"Other, history",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Secret,Rhonda Byrne,3.91,1120,2000,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Secret (Seasons of Grace, #1)",Beverly Lewis,4.09,0,2009,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"The Secret (The Secret, #1)",Rhonda Byrne,3.74,0,2006,"inspirational, spiritual/religious",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"The Secret Adversary (Tommy and Tuppence Mysteries, #1)",Agatha Christie,3.84,0,1922,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret Doctrine (Paperback),Helena Petrovna Blavatsky,3.93,0,1888,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Secret Garden,Frances Hodgson Burnett,3.91,7920,1911,"Other, children/young adult, fantasy, fiction, history, literature, other",1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0
The Secret History,Donna Tartt,4.0,2220,1992,"Other, bestseller, fiction, literature",1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
The Secret History (Paperback),Donna Tartt,4.16,0,1992,"Other, adult, non-fiction",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Secret Keeper (Home to Hickory Hollow #4),Beverly Lewis,4.21,0,2011,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Secret Language of Birthdays,Gary Goldschneider,4.14,455,1992,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret Language of Relationships,Gary Goldschneider,4.4,90,1997,"Other, romance, science",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
The Secret Teachings of All Ages (Paperback),Manly P. Hall,4.29,0,1928,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"The Secret, Book & Scone Society (Secret, Book, & Scone Society, #1)",Ellery Adams,3.77,0,2017,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Seed Keeper (Paperback),Diane         Wilson,4.27,0,2021,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Selection (The Selection #1),Kiera Cass,,0,2012,"Other, bestseller, children/young adult, fiction, romance",1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"The Selection (The Selection, #1)",Kiera Cass,4.07,0,2012,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Sellout (Hardcover),Paul Beatty,3.75,0,2015,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Sentence (Hardcover),Louise Erdrich,3.93,0,2021,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"The Serpent and the Wings of Night (Crowns of Nyaxia, #1)",Carissa Broadbent,4.27,0,2022,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Serviceberry: Abundance and Reciprocity in the Natural World (Hardcover),Robin Wall Kimmerer,4.32,0,2024,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,4.15,2366,2017,"Other, bestseller, fiction",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Seven Husbands of Evelyn Hugo (Hardcover),Taylor Jenkins Reid,4.4,0,2017,"Other, activism, adult, fiction, romance",1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert (Paperback),John M. Gottman,4.26,0,1999,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Seven Sisters (The Seven Sisters, #1)",Lucinda Riley,4.19,0,2014,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams (Hardcover),Deepak Chopra,4.18,0,1994,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Seven Year Slip (Paperback),Ashley Poston,4.17,0,2023,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Shack: Where Tragedy Confronts Eternity (Kindle Edition),William Paul Young,3.84,0,2007,"inspirational, spiritual/religious",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,4.31,0,2001,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"The Shadows Between Us (The Shadows Between Us, #1)",Tricia Levenseller,3.82,0,2020,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Shining,Stephen King,4.17,12144,1977,"Other, bestseller, fiction",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"The Shining (The Shining, #1)",Stephen        King,4.28,0,1977,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Shunning (The Heritage of Lancaster County, #1)",Beverly Lewis,4.13,0,2000,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Sign of Four,Arthur Conan Doyle,4.14,3922,1889,"Other, children/young adult, fiction, literature",1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
The Silence of the Lambs,Thomas Harris,4.26,1134,1988,"Other, fiction, literature, science",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,4.26,0,1988,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Silent Patient,Alex Michaelides,4.09,2760,2018,"Other, bestseller, fiction",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Silent Patient (Hardcover),Alex Michaelides,4.17,0,2019,"Other, adult, non-fiction",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"The Silkworm (Cormoran Strike, #2)",Robert Galbraith,4.05,0,2014,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Silmarillion,J.R.R. Tolkien,3.96,2016,1977,"Other, fantasy, fiction",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,3.95,0,1953,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Silver Eyes (Five Nights At Freddy's #1),Scott Cawthon,,0,2001,"Other, bestseller, children/young adult, fiction, science",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
The Simple Path to Wealth,J. L. Collins,4.0,160,2016,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Simple Wild (Wild, #1)",K.A. Tucker,4.29,0,2018,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Sinner (L.O.R.D.S., #2)",Shantel Tessier,4.03,0,2022,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sirens of Titan (Paperback),Kurt Vonnegut Jr.,4.15,0,1959,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,3.85,0,2001,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Sky Is Everywhere (Hardcover),Jandy Nelson,3.95,0,2010,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Song of Achilles,Madeline Miller,4.29,2898,2011,"Other, bestseller, fiction, history, literature",1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
The Song of Achilles (Paperback),Madeline Miller,4.31,0,2011,"Other, activism, adult, history, other, romance",1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
The Sorcerer's Companion: A Guide to the Magical World of Harry Potter (Paperback),Allan Zola Kronzek,4.03,0,2001,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Soul of an Octopus: A Surprising Exploration into the Wonder of Consciousness (Hardcover),Sy Montgomery,3.94,0,2015,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Soulmate Equation (Paperback),Christina Lauren,3.99,0,2021,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Souls of Black Folk (Paperback),W.E.B. Du Bois,4.31,0,1903,sport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Sound and the Fury (Paperback),William Faulkner,3.86,0,1929,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Southern Book Club's Guide to Slaying Vampires (Kindle Edition),Grady Hendrix,3.79,0,2020,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Spanish Love Deception,Elena Armas,3.93,944,2021,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Spanish Love Deception (Love Deception, #1)",Elena  Armas,3.8,0,2021,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Spell Book for New Witches: Essential Spells to Change Your Life (Kindle Edition),Ambrosia Hawthorn,4.18,0,,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"The Spellshop (Spellshop, #1)",Sarah Beth Durst,4.02,0,2024,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Spiral Dance: A Rebirth of the Ancient Religion of the Great Goddess (Paperback),Starhawk,4.04,0,1979,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures (Paperback)",Anne Fadiman,4.2,0,1997,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Stand,Stephen King,4.3,2542,1978,"Other, bestseller, fiction",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Stand (Audiobook),Stephen        King,4.35,0,1978,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Starless Sea (Hardcover),Erin Morgenstern,3.84,0,2019,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The State of Affairs: Rethinking Infidelity (ebook),Esther Perel,4.36,0,2017,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Stationery Shop (Hardcover),Marjan Kamali,4.23,0,2019,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Stopover (The Miles High Club #1),T.L. Swan,4.0,0,2019,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Storekeeper's Daughter (Daughters of Lancaster County, #1)",Wanda E. Brunstetter,4.16,0,2005,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,3.9399999999999995,11264,1875,"Other, children/young adult, fiction, history, literature, other",1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
The Stranger (Paperback),Albert Camus,4.03,0,1942,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"The Studying Hours (How to Date a Douchebag, #1)",Sara Ney,3.77,0,2016,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Subtle Art of Not Giving a F*ck,Mark Manson,,0,2016,"Other, bestseller, literature",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life (Paperback),Mark Manson,3.8699999999999997,0,2016,"inspirational, non-fiction, other",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
The Summer Book (Paperback),Tove Jansson,4.0,0,1972,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Summer I Turned Pretty,Jenny Han,4.31,1720,2000,"Other, children/young adult, fiction, other, romance",1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
"The Summer I Turned Pretty (Summer, #1)",Jenny Han,3.74,0,2009,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Summer I Turned Pretty Trilogy,Jenny Han,4.31,602,2009,"Other, children/young adult",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Summer We Fell (The Summer, #1)",Elizabeth O'Roark,4.01,0,2023,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Summer of Broken Rules (Paperback),K.L. Walther,3.8800000000000003,0,2021,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Sun Also Rises (Paperback),Ernest Hemingway,3.79,0,1926,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Sun and Her Flowers (Paperback),Rupi Kaur,4.08,0,2018,poetry,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Sun and the Star,Rick Riordan,4.36,196,2023,"Other, activism, bestseller, children/young adult, fantasy, fiction, romance",1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
The Sweetest Oblivion,Danielle Lori,3.89,297,2018,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Sweetest Oblivion (Made, #1)",Danielle Lori,4.01,0,2018,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Sympathizer (The Sympathizer, #1)",Viet Thanh Nguyen,4.01,0,2015,history,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Tale of Despereaux (Paperback),Kate DiCamillo,4.07,0,2003,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Tale of Peter Rabbit,Beatrix Potter,3.91,2332,1920,"Other, children/young adult, fiction, science",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"The Tale of Peter Rabbit (World of Beatrix Potter, #1)",Beatrix Potter,4.23,0,1902,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The Tale of the Dueling Neurosurgeons: The History of the Human Brain as Revealed by True Stories of Trauma, Madness, and Recovery (Hardcover)",Sam Kean,4.25,0,2014,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The Tales of Beedle the Bard (Hogwarts Library, #3)",J.K. Rowling,4.03,0,2008,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Taming of the Shrew (Mass Market Paperback),William Shakespeare,3.74,0,1593,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tao of Pooh (Paperback),Benjamin Hoff,4.01,0,1982,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"The Tattooist of Auschwitz (The Tattooist of Auschwitz, #1)",Heather   Morris,4.32,0,2018,history,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The Tea Dragon Festival (Tea Dragon, #2)",Kay O'Neill,4.39,0,2019,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Tea Dragon Society (Tea Dragon, #1)",Kay O'Neill,4.34,0,2017,"Other, other",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Teller of Small Fortunes (Paperback),Julie Leong,3.8,0,2024,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The Telling (Seasons of Grace, #3)",Beverly Lewis,4.27,0,2010,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Tempest,William Shakespeare,3.96,5358,1611,"Other, children/young adult, fiction",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Tempest (Mass Market Paperback),William Shakespeare,3.78,0,1611,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Temporary Wife (The Windsors, #2)",Catharina Maura,4.01,0,2023,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
