title,author,avg_rating,rating_count,year_published,all_genres,Other,activism,adult,bestseller,children/young adult,fantasy,fiction,guide,history,inspirational,literature,non-fiction,other,poetry,romance,science,spiritual/religious,sport
Introduction to the Theory of Computation (Hardcover),Michael Sipser,4.24,0,1996,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Introductory Mathematical Analysis,Ernest F. Haeussler,3.5,120,1973,"Other, fiction, literature",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Inverting the Pyramid: The History of Football Tactics (Hardcover),Jonathan  Wilson,4.14,0,2008,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Invisible Man (Paperback),Ralph Ellison,3.92,0,1952,"non-fiction, sport",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Invisible Women: Data Bias in a World Designed for Men (Hardcover),Caroline Criado Pérez,4.34,0,2019,"activism, non-fiction",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Iron Flame (The Empyrean, #2)",Rebecca Yarros,4.36,0,2023,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Iron Flame - The Empyrean #2,Rebecca Yarros,,0,2023,"Other, bestseller",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iron Kissed (Mercy Thompson, #3)",Patricia Briggs,4.34,0,2008,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Irresistible (Cloverleigh Farms, #1)",Melanie Harlow,3.94,0,2019,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,3.86,0,2011,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Island of the Blue Dolphins (Kindle Edition),Scott O'Dell,3.88,0,1960,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Islands of Decolonial Love: Stories & Songs (Paperback),Leanne Betasamosake Simpson,4.34,0,2013,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
It,Stephen King,3.6,5,1986,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"It Ain't Me, Babe (Hades Hangmen, #1)",Tillie Cole,4.04,0,2014,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It Ends With Us,Colleen Hoover,4.21,13481,2012,"Other, bestseller, fiction",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,4.09,0,2016,"Other, adult, romance",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
It Starts with Us,Colleen Hoover,3.9899999999999998,2394,2022,"Other, fiction, other, romance",1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"It Starts with Us (It Ends with Us, #2)",Colleen Hoover,3.84,0,2022,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
It didn't start with you,Mark Wolynn,3.57,182,2016,"Other, fiction, science",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"It's Not Summer Without You (Summer, #2)",Jenny Han,3.74,0,2010,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
It's OK That You're Not OK (Audio CD),Megan Devine LPC,4.36,0,2017,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"James Potter and the Curse of the Gatekeeper (James Potter, #2)",G. Norman Lippert,3.95,0,2008,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"James Potter and the Hall of Elders' Crossing (James Potter, #1)",G. Norman Lippert,3.77,0,2007,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"James Potter and the Vault of Destinies (James Potter, #3)",G. Norman Lippert,3.84,0,2010,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
James and the Giant Peach,Roald Dahl,3.9500000000000006,6890,1961,"Other, children/young adult, fantasy, fiction, other",1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
Jerusalem: The Biography (Hardcover),Simon Sebag Montefiore,4.09,0,2011,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jonathan Livingston Seagull (Paperback),Richard Bach,3.86,0,1970,"inspirational, spiritual/religious",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Jonathan Strange & Mr Norrell (Paperback),Susanna Clarke,3.87,0,2004,"non-fiction, other",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Jonny Appleseed (Paperback),Joshua Whitehead,3.94,0,2018,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Judgment in Death (In Death, #11)",J.D. Robb,4.37,0,2000,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Juniper Hill (The Edens, #2)",Devney Perry,4.13,0,2022,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Just for the Summer (Part of Your World, #3)",Abby Jimenez,4.35,0,2024,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Keeper of Enchanted Rooms (Whimbrel House, #1)",Charlie N. Holmberg,4.12,0,2022,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Keeper of the Lost Cities,Shannon Messenger,4.68,1425,2012,"Other, bestseller, children/young adult, fantasy, fiction, other",1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"Keeping 13 (Boys of Tommen, #2)",Chloe Walsh,4.52,0,2018,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Kill Switch (Devil's Night, #3)",Penelope Douglas,4.3,0,2019,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI (Paperback),David Grann,4.14,0,2017,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Killing Sarai (In the Company of Killers, #1)",J.A. Redmerski,4.08,0,2013,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"King Henry IV, Part 1 (Paperback)",William Shakespeare,3.8,0,1597,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"King of Sloth (Kings of Sin, #4)",Ana Huang,3.99,0,2024,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
King of Wrath,Ana Huang,4.28,305,2022,"Other, bestseller, fiction",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,4.71,0,2018,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Kingdom of the Wicked (Kingdom of the Wicked, #1)",Kerri Maniscalco,3.86,0,2020,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Kings of Quarantine (Brutal Boys of Everlake Prep, #1)",Caroline Peckham,4.15,0,2020,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiss Her Once for Me (Paperback),Alison Cochrun,3.84,0,2022,guide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Kiss and Don't Tell (The Vancouver Agitators, #1)",Meghan Quinn,4.0,0,2021,sport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kitchen Confidential: Adventures in the Culinary Underbelly (Paperback),Anthony Bourdain,4.18,0,2000,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Know My Name (ebook),Chanel Miller,4.69,0,2019,"activism, non-fiction",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Knowing God (Paperback),J.I. Packer,4.33,0,1973,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kybalion: A Study of the Hermetic Philosophy of Ancient Egypt and Greece (Hardcover),Three Initiates,4.23,0,1912,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lamb: The Gospel According to Biff, Christ’s Childhood Pal (Paperback)",Christopher Moore,4.23,0,2002,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Last Night at the Telegraph Club (Hardcover),Malinda Lo,4.2,0,2021,activism,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laura Dean Keeps Breaking Up with Me (Hardcover),Mariko Tamaki,3.84,0,2019,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lawrence in Arabia: War, Deceit, Imperial Folly, and the Making of the Modern Middle East (Hardcover)",Scott Anderson,4.09,0,2013,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Le mythe de Sisyphe,Albert Camus,4.11,280,1941,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leah on the Offbeat (Simonverse, #3)",Becky Albertalli,3.79,0,2018,activism,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lean In: Women, Work, and the Will to Lead (Hardcover)",Sheryl Sandberg,3.95,0,,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Learning Python,Mark Lutz,4.29,322,1999,"Other, fiction",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Leather & Lark (The Ruinous Love Trilogy, #2)",Brynne Weaver,4.0,0,2024,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leaves of Grass (Paperback),Walt Whitman,4.11,0,1855,poetry,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Legendborn (The Legendborn Cycle, #1)",Tracy Deonn,4.3,0,2020,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lessons in Chemistry (Paperback),Bonnie Garmus,4.28,0,2022,activism,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Let It Snow (Kindle Edition),John Green,3.66,0,2008,"guide, literature",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Let the Great World Spin (Hardcover),Colum McCann,3.96,0,2009,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Let's Pretend This Never Happened: A Mostly True Memoir (Hardcover),Jenny  Lawson,3.9,0,2012,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Lethal White (Cormoran Strike, #4)",Robert Galbraith,4.25,0,2018,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Letters to Molly (Maysen Jar, #2)",Devney Perry,4.27,0,2019,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Letters to a Young Poet (Paperback),Rainer Maria Rilke,4.28,0,1929,poetry,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,4.31,0,2011,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Liber Null and Psychonaut: An Introduction to Chaos Magic (Paperback),Peter J. Carroll,3.98,0,1987,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong (Paperback),James W. Loewen,3.97,0,1995,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Lies Sleeping (Rivers of London, #7)",Ben Aaronovitch,4.24,0,2018,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Life After Life (Todd Family, #1)",Kate Atkinson,3.78,0,2013,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Life of Pi,Yann Martel,3.9700000000000006,10080,2000,"Other, bestseller, fiction, literature, other",1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Life of Pi (Paperback),Yann Martel,3.94,0,2001,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lights Out,Navessa Allen,4.06,323,2024,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Lights Out (Into Darkness, #1)",Navessa Allen,4.11,0,2024,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lillian Boxfish Takes a Walk (Hardcover),Kathleen Rooney,3.84,0,2017,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lincoln in the Bardo (Hardcover),George Saunders,3.75,0,2017,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Linear Algebra Done Right (Paperback),Sheldon Axler,4.38,0,1995,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Linear Algebra and Its Applications [with CD-ROM] (Hardcover),David C. Lay,3.92,0,1993,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Linux Basics for Hackers,OccupyTheWeb,4.5,8,2018,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lisey's Story,Stephen King,3.89,792,2006,"Other, fiction, literature, other, science",1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Little Fires Everywhere (Hardcover),Celeste Ng,4.07,0,2017,"adult, romance",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Little Stranger (The Web of Silence Duet, #1)",Leigh Rivers,3.75,0,2023,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Women,Louisa May Alcott,4.09,8468,1848,"Other, children/young adult, fiction, history, literature, other, romance, science",1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
"Little Women (Little Women, #1)",Louisa May Alcott,4.17,0,1868,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Living Wicca: A Further Guide for the Solitary Practitioner (Paperback),Scott Cunningham,4.04,0,1993,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lola & the Millionaires: Part One (Sweet Omegaverse, #2)",Kathryn  Moon,4.26,0,2020,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London (Kindle Edition),Edward Rutherfurd,4.09,0,1997,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
London Under: The Secret History Beneath the Streets (Hardcover),Peter Ackroyd,3.46,0,2011,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
London: The Biography (Paperback),Peter Ackroyd,3.96,0,2000,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Londoners: The Days and Nights of London Now - As Told by Those Who Love It, Hate It, Live It, Left It, and Long for It (Hardcover)",Craig Taylor,3.89,0,2011,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Long Bright River (Hardcover),Liz    Moore,4.04,0,2020,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Long Shot (Hoops, #1)",Kennedy Ryan,4.17,0,2018,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long Walk to Freedom,Nelson Mandela,4.8,480,1994,"Other, bestseller, children/young adult",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Long Way Down (Hardcover),Jason Reynolds,4.24,0,2017,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Lord Edgware Dies (Hercule Poirot, #9)",Agatha Christie,3.95,0,1933,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lord of the Flies,William Golding,3.66,14060,1954,"Other, fiction, other, romance",1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Lord of the Flies (Paperback),William Golding,3.7,0,1954,"fiction, non-fiction",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Lords of Easy Money,Christopher Leonard,3.4500000000000006,120,2022,"Other, bestseller",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lords of Pain (Royals of Forsyth University, #1)",Angel Lawson,4.0,0,2021,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lore Olympus: Volume One (Lore Olympus, #1)",Rachel  Smythe,4.21,0,2021,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Moon: The Perilous Voyage of Apollo 13 (Hardcover),Jim Lovell,4.39,0,1994,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Lost and Lassoed (Rebel Blue Ranch, #3)",Lyla Sage,4.19,0,2024,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Love & Gelato (Love & Gelato, #1)",Jenna Evans Welch,4.03,0,2016,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Love & Misadventure (Paperback),Lang Leav,3.93,0,2013,poetry,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Love Does: Discover a Secretly Incredible Life in an Ordinary World (Paperback),Bob       Goff,4.31,0,2012,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Love Her or Lose Her (Hot & Hammered, #2)",Tessa Bailey,3.61,0,2020,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Love Redesigned (Lakefront Billionaires, #1)",Lauren Asher,4.0,0,2023,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Love Theoretically,Ali Hazelwood,3.75,36,2023,"Other, bestseller",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love and Other Words (Hardcover),Christina Lauren,4.22,0,2018,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Love and Respect: The Love She Most Desires; The Respect He Desperately Needs (Hardcover),Emerson Eggerichs,4.16,0,2004,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Love on the Brain (Kindle Edition),Ali Hazelwood,3.9,0,2022,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Love, Theoretically (Paperback)",Ali Hazelwood,4.08,0,2023,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Lovelight Farms (Lovelight, #1)",B.K. Borison,3.83,0,2021,"guide, romance",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Loyalty in Death (In Death, #9)",J.D. Robb,4.33,0,1999,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Luca Vitiello (Born in Blood Mafia Chronicles, #0)",Cora Reilly,3.91,0,2019,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Lucky Hit (Swift Hat-Trick Trilogy, #1)",Hannah Cowan,3.6,0,2021,sport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Paperback)",N.D. Stevenson,,0,,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luna and the Lie (ebook),Mariana Zapata,4.06,0,2018,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Macbeth (Paperback),William Shakespeare,3.89,0,1623,"Other, non-fiction",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mad Honey (Hardcover),Jodi Picoult,4.07,0,2022,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Magick Without Tears (Paperback),Aleister Crowley,4.16,0,1954,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Magick in Theory and Practice (Paperback),Aleister Crowley,4.09,0,1929,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Magick: Liber ABA: Book 4 (Hardcover),Aleister Crowley,4.35,0,1994,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Make It Stick,Peter C. Brown,3.81,189,1800,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Make It Stick: The Science of Successful Learning (Hardcover),Peter C. Brown,4.15,0,2014,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Make Time: How to Focus on What Matters Every Day (Hardcover),Jake Knapp,4.07,0,2018,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Making Faces (ebook),Amy Harmon,4.29,0,2013,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malibu Rising (Hardcover),Taylor Jenkins Reid,4.02,0,2021,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Man's Search for Meaning (Paperback),Viktor E. Frankl,4.37,0,1946,"history, inspirational, non-fiction, spiritual/religious",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
Manacled (Hardcover),SenLinYu,4.63,0,2019,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Manage Your Day-to-Day: Build Your Routine, Find Your Focus, and Sharpen Your Creative Mind (Paperback)",Jocelyn K. Glei,,0,,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan Beach (Hardcover),Jennifer Egan,3.61,0,2017,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Many Bloody Returns (Hardcover),Charlaine Harris,,0,,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past Life Therapy That Changed Both Their Lives (Hardcover)",Brian L. Weiss,4.17,0,1988,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Marley and Me: Life and Love With the World’s Worst Dog (Hardcover),John Grogan,4.14,0,2005,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Marriage for One (ebook),Ella Maise,3.84,0,2022,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mastery,Robert Greene,3.91,165,2012,"Other, bestseller",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matched (Matched, #1)",Ally Condie,3.62,0,2010,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathematical Methods for Physics and Engineering (Paperback),K.F. Riley,4.16,243,1998,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mathematics for Class 10,R. D. Sharma,4.36,11,2017,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mating in Captivity: Reconciling the Erotic and the Domestic (Hardcover),Esther Perel,4.17,0,2006,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Matterhorn (Paperback),Karl Marlantes,4.27,0,2010,history,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,4.39,0,1986,"Other, history",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)",Art Spiegelman,4.43,0,1991,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maximum Trading Gains with Anchored VWAP,Brian Shannon,4.43,14,2023,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maybe You Should Talk to Someone,Lori Gottlieb,3.81,832,2019,"Other, bestseller, science",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Me Talk Pretty One Day (Paperback),David Sedaris,4.01,0,2000,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Me and Earl and the Dying Girl (Hardcover),Jesse Andrews,3.51,0,2012,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Me and White Supremacy: Combat Racism, Change the World, and Become a Good Ancestor (Hardcover)",Layla F. Saad,4.33,0,2020,sport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Medical Apartheid: The Dark History of Medical Experimentation on Black Americans from Colonial Times to the Present (Hardcover),Harriet A. Washington,4.43,0,2007,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Medicine Walk (Hardcover),Richard Wagamese,4.3,0,2014,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Meditations,Marcus Aurelius,4.02,3402,1626,"Other, fiction",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Meditations (Paperback),Marcus Aurelius,4.28,0,180,"fiction, spiritual/religious",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Meet Cute: Some People Are Destined to Meet (Hardcover),Jennifer L. Armentrout,3.57,0,2018,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Meet Me at the Lake (Paperback),Carley Fortune,3.68,0,2023,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Meet Your Match (Kings of the Ice, #1)",Kandi Steiner,3.94,0,2023,sport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Melt for You (Slow Burn, #2)",J.T. Geissinger,4.26,0,2018,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Memoirs of Sherlock Holmes [11 stories],Arthur Conan Doyle,4.4,1420,1893,"Other, children/young adult, fiction, literature",1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Memorial Days (Hardcover),Geraldine Brooks,4.31,0,2025,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Memory in Death (In Death, #22)",J.D. Robb,4.34,0,2006,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Men Are from Mars, Women Are from Venus (Paperback)",John  Gray,3.58,0,,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Men Explain Things to Me (Paperback),Rebecca Solnit,3.83,0,2014,"activism, non-fiction",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Men Who Hate Women (Kindle Edition),Laura Bates,4.33,0,2020,"activism, non-fiction",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Men are From Mars, Women are From Venus",John Gray,3.82,1380,1992,"Other, fiction, science",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Men at Arms (Discworld, #15; City Watch, #2)",Terry Pratchett,4.41,0,1993,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mere Christianity (Paperback),C.S. Lewis,4.37,0,1952,"inspirational, spiritual/religious",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Merriment and Mayhem (Under the Mistletoe Collection, #4)",Alexandria Bellefleur,3.28,0,2024,guide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Merry Ever After (Under the Mistletoe Collection, #2)",Tessa Bailey,2.8,0,2024,guide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Metamorphoses,Ovid,4.28,1656,1479,"Other, fiction, poetry",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mexican Gothic (Hardcover),Silvia Moreno-Garcia,3.67,0,2020,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
